index,data_type,data_name,count,label,probability
0,array_type_static,,8514,-1,0.0
1,array_type_static,beforeExecuteForFutureBlockCall,1,-1,0.0
2,array_type_dynamic,,5083,-1,0.0
3,mapping_type_static,,78328,-1,0.0
4,uint256,minter,2,19,1.0
5,uint256,totalSupply,48130,860,1.0
6,string,name,3352,893,0.6519092174140916
7,string,tokenURI,9,455,0.9071851998798796
8,address,,86853,-1,0.0
9,uint256,exchangeTemplate,3,487,0.7653706443222311
10,uint256,tokenCount,34,506,0.9078939348653303
11,uint256,factoryAddress,2,-1,0.0
12,uint256,tokenAddress,1,-1,0.0
13,uint256,name,143,893,0.6519092174140916
14,uint256,symbol,51,593,1.0
15,uint256,decimals,675,801,1.0
16,uint256,owner,89,809,0.885114165541755
17,uint256,factory_address,4,-1,0.0
18,user_define_contract,,30300,-1,0.0
19,uint256,commission,42,580,1.0
20,mapping_type_dynamic,balanceOf,40,-1,0.0
21,uint256,,139059,-1,0.0
22,user_define_contract,poolSize,2,290,0.7703106700570942
23,uint256,priceOracleAddress,2,509,0.2684967387327954
24,mapping_type_dynamic,,8403,-1,0.0
25,mapping_type_static,inputTokens,1,-1,0.0
26,mapping_type_static,outputTokens,1,-1,0.0
27,mapping_type_static,balanceOf,105472,-1,0.0
28,mapping_type_static,allowance,95344,129,0.8818296484063074
29,user_define_contract,priceOracleAddress,1,509,0.2684967387327954
30,uint256,daiAddress,2,519,0.820018589873851
31,user_define_contract,daiOracleAddress,2,-1,0.0
32,uint256,newURI,1,1006,1.0
33,user_define_contract,socks,1,-1,0.0
34,string,multiSendEther,1,-1,0.0
35,uint256,sendTokenFee,1,261,1.0
36,uint256,competitionEnd,1,995,0.646211327355474
37,uint256,addressOfWinner,1,998,0.6606047764023639
38,uint256,durationInBlocks,1,1127,0.7029798259542251
39,uint256,claimPeriodeLength,1,79,1.0
40,uint256,bestSolution,1,-1,0.0
41,uint256,x1,4,1158,0.5333975856679682
42,uint256,x2,5,1158,0.43697690773192743
43,array_type_dynamic,coins,2,601,0.9994714177668356
44,array_type_dynamic,supportedTokens,2,714,1.0
45,mapping_type_static,blacklisted,21,132,1.0
46,uint256,contractFrozen,5,-1,0.0
47,mapping_type_dynamic,stakeOf__holder,2,91,1.0
48,mapping_type_dynamic,dueTransferOf__seller,2,324,0.6091166811807179
49,uint256,checkBurnStatus,2,146,1.0
50,mapping_type_static,isIssuer,4,672,1.0
51,string,lockedContract,1,463,1.0
52,uint256,Rate,127,797,0.8266409841440597
53,uint256,EthUsd,1,662,0.8101017746481413
54,uint256,operator,2,827,0.06782450290301073
55,uint256,salescontract,2,-1,0.0
56,mapping_type_static,holdOf,1,948,1.0
57,user_define_contract,parentAddress,18,-1,0.0
58,address,newOwner,11576,809,1.0
59,address,owner,80582,809,0.885114165541755
60,uint256,collectedFees,113,1120,0.9838966766017965
61,array_type_static,participants,46,987,1.0
62,uint256,balance,353,666,1.0
63,uint256,payoutIdx,107,931,1.0
64,uint256,numplayers,2,923,1.0
65,uint256,end,174,995,0.7984224201503771
66,uint256,numtickets,3,923,1.0
67,uint256,start,740,848,0.6577728374857762
68,uint256,round,69,1019,1.0
69,uint256,turnover,4,-1,0.0
70,uint256,tktotal,2,1182,0.9760646611540411
71,uint256,txs,20,470,1.0
72,address,authority,759,1003,1.0
73,address,cache,33,624,0.8819637441454716
74,bool,halted,352,744,0.6590664958642646
75,mapping_type_static,paymentsByCustomer,5,1038,0.9901093393965177
76,uint256,totalTransferred,6,215,1.0
77,mapping_type_static,paymentsByBenefactor,6,-1,0.0
78,address,teamMultisig,19,70,0.25245227613728904
79,uint256,customerCount,5,403,0.6971862153876576
80,bool,mintingFinished,4775,19,1.0
81,mapping_type_static,frozenAccount,6978,69,0.7649278929992492
82,uint256,buyPrice,5167,1018,1.0
83,uint256,sellPrice,3678,-1,0.0
84,mapping_type_static,snake,2,889,0.22923636067216277
85,mapping_type_static,owners,203,-1,0.0
86,mapping_type_static,stamps,2,365,1.0
87,address,ownerAddress,140,707,0.9994666433046028
88,uint256,length,22,1054,1.0
89,bool,locked,454,572,1.0
90,mapping_type_static,reserved,10,336,1.0
91,uint8,RESERVED_UTILITY_GROUP,1,336,0.7427975219795825
92,uint256,utilityLockedDate,1,516,0.43265879111793276
93,address,ico,113,337,0.8043467544921842
94,uint256,availableSupply,38,860,1.0
95,uint8,state,784,921,1.0
96,uint256,collectedWei,32,602,0.52175123928781
97,uint256,hardCapWei,10,155,1.0
98,uint256,endAt,12,995,0.8337095687654269
99,uint256,hardCapTxWei,8,155,1.0
100,uint256,lowCapTxWei,8,155,1.0
101,bool,whitelisted,16,-1,0.0
102,user_define_contract,token,5872,712,0.8953658104180691
103,address,teamWallet,78,423,0.846938731676504
104,uint256,startAt,20,848,1.0
105,uint8,transferDisabled,2,248,0.7457583049024356
106,uint256,maxSupply,218,723,1.0
107,mapping_type_static,isAdmin,298,777,1.0
108,uint256,totalRaised,219,606,0.7355361043377701
109,uint256,cap,2161,302,0.8069909683770237
110,uint256,startTime,1749,1170,1.0
111,mapping_type_static,isWhiteListed,49,85,0.4620986019190328
112,address,wallet,3070,567,1.0
113,array_type_dynamic,winningProposal,107,655,1.0
114,bool,wait,6,-1,0.0
115,bool,swap,6,93,0.6526477038537978
116,uint256,currentTier,12,45,0.5871793603304923
117,uint256,submitted,6,650,1.0
118,uint256,endTime,1634,1166,1.0
119,bool,extended,9,1083,1.0
120,address,foundation,26,320,1.0
121,address,dev,52,790,0.835534170231421
122,uint256,payRate,7,-1,0.0
123,uint8,chronus,8,-1,0.0
124,uint32,,1927,-1,0.0
125,uint32,Chronus,2,-1,0.0
126,bool,,17419,-1,0.0
127,uint256,total_reward,8,236,1.0
128,uint256,winnerPoolTotal,8,117,0.8916383938014852
129,mapping_type_static,winner_horse,8,1068,1.0
130,bytes31,,519,-1,0.0
131,uint64,,685,-1,0.0
132,int64,,17,-1,0.0
133,bytes32,,612,-1,0.0
134,bool,paused,8832,745,1.0
135,uint256,weiPerUSDinTGE,4,609,1.0
136,uint256,rate2,25,797,0.23482574931744765
137,uint256,weiRaised,2708,596,0.7495523230981312
138,uint256,startTimestamp,129,1146,1.0
139,uint256,end1Timestamp,4,1146,1.0
140,uint256,end2Timestamp,4,1146,1.0
141,mapping_type_static,purchases,17,1024,0.5180340141543134
142,uint256,tokensSold,760,495,1.0
143,uint256,rate1,25,797,0.23482574931744765
144,uint256,setWeiLockSeconds,4,523,0.9103391599586638
145,uint8,isFinalized,167,960,1.0
146,uint256,funded,7,432,0.8893218566351032
147,uint256,maxFoundationCapUSD,4,-1,0.0
148,uint256,MVM24PeriodsCapUSD,4,273,0.7599065156643336
149,address,foundationWallet,7,-1,0.0
150,address,foundersVestedPayment,4,109,0.6574754723938084
151,bytes12,,928,-1,0.0
152,address,foundersWallet,19,-1,0.0
153,address,foundationVestedPayment,4,109,0.616023866475
154,address,MVM,4,-1,0.0
155,user_define_contract,crowdsale,62,225,0.5224295042583912
156,string,symbol,2692,593,1.0
157,bool,isVotingPeriod,6,171,1.0
158,uint256,challengeStarted,7,1011,0.601909774546031
159,uint256,winner,20,-1,0.0
160,uint256,cryptoVersusPrize,7,908,0.6057388433992222
161,address,creator,1902,837,0.7310644459923129
162,bool,beforeVoting,7,180,0.8182549472762793
163,uint256,challengeDuration,7,1011,0.7182715398611558
164,uint16,creatorFee,7,-1,0.0
165,uint16,cryptoVersusFee,7,-1,0.0
166,uint256,challengePrize,7,1011,0.1985860761195
167,address,cryptoVersusWallet,7,567,0.841868209459624
168,address,_owner,290,809,0.885114165541755
169,uint256,appId,2,-1,0.0
170,user_define_contract,kernel,28,361,0.40744397377990177
171,address,implementation,150,-1,0.0
172,uint256,NumInvestors,4,923,1.0
173,uint256,casinoBalance,1,-1,0.0
174,uint256,BetsLocked,3,575,0.347772238990688
175,uint256,MinimumBet,5,561,1.0
176,address,oracle,96,509,0.9202116797127146
177,mapping_type_static,HopefulId,6,1052,1.0
178,address,MELON_ASSET,6,297,0.8505930080452515
179,uint256,maxHopefulsNumber,6,-1,0.0
180,mapping_type_static,registeredFundToRegistrants,6,-1,0.0
181,uint256,maxbuyinQuantity,6,1116,0.9865539489480821
182,user_define_contract,MELON_CONTRACT,12,-1,0.0
183,user_define_contract,CERTIFIER,4,175,1.0
184,address,starToken,5,682,0.9604324125506265
185,mapping_type_static,isInstantiation,41,566,0.7381120853026362
186,mapping_type_dynamic,InstantiationCount,41,-1,0.0
187,uint256,starbasePercentage,7,-1,0.0
188,address,starbase,7,682,0.801335304937765
189,address,client,23,321,1.0
190,user_define_contract,star,7,682,1.0
191,user_define_contract,tokenOnSale,7,-1,0.0
192,user_define_contract,sourceContract,4,819,0.6431498205976145
193,uint256,ownerPercentage,15,794,1.0
194,uint256,lockedAt,84,572,1.0
195,uint256,freezeEndsAt,78,195,0.8780768183096703
196,mapping_type_static,balances,1419,666,0.9621600007522983
197,mapping_type_static,claimed,194,79,1.0
198,uint256,tokensAllocatedTotal,74,452,0.7325615333052781
199,uint256,tokensToBeAllocated,63,452,1.0
200,uint256,totalClaimed,104,79,1.0
201,uint256,investorCount,249,419,1.0
202,address,fundsWallet,2385,568,0.8835288106336843
203,uint256,unitsOneEthCanBuy,2296,694,1.0
204,uint256,totalEthInWei,2311,530,1.0
205,address,STRegistrar,1,-1,0.0
206,mapping_type_dynamic,AllOfferingProposals,1,655,1.0
207,mapping_type_dynamic,AllTemplateProposals,1,655,1.0
208,address,icoContract,58,337,0.651601018046031
209,uint256,tokenPreSale,1,340,1.0
210,uint256,tokenPublicSale,9,-1,0.0
211,address,pendingOwner,818,808,1.0
212,mapping_type_static,onList,16,862,0.9074777022095413
213,bool,purchasingAllowed,185,1036,1.0
214,uint256,totalContributionInWei,1,553,0.9534134910123591
215,uint256,initialSupply,194,860,0.5444912243577205
216,uint256,startDate,725,1171,1.0
217,uint256,endDate,729,1163,0.9962950857575456
218,uint256,price,3181,1037,1.0
219,user_define_contract,tokenReward,1882,167,0.7253371694431252
220,address,delegate,52,185,0.9838020028859475
221,uint80,transferFeeNumerator,16,863,0.38725054199532666
222,uint80,transferFeeDenominator,16,863,0.6842706214120557
223,address,insurer,9,663,0.9690331785320705
224,uint80,mintFeeNumerator,16,19,1.0
225,uint80,mintFeeDenominator,16,19,1.0
226,uint256,mintFeeFlat,16,19,1.0
227,uint256,burnMin,50,146,0.7314970116168189
228,uint256,burnMax,48,146,0.6887393650459096
229,uint80,burnFeeNumerator,16,147,0.8855444298000111
230,uint80,burnFeeDenominator,16,147,1.0
231,uint256,burnFeeFlat,16,147,1.0
232,user_define_contract,blackList,14,57,1.0
233,user_define_contract,canReceiveMintWhitelist,14,-1,0.0
234,user_define_contract,canBurnWhiteList,15,85,0.33765215391226655
235,address,admin,1964,777,1.0
236,user_define_contract,child,7,913,1.0
237,uint80,,69,-1,0.0
238,uint256,hardCap,321,305,1.0
239,uint256,rate,2356,797,0.8266409841440597
240,address,validator,74,756,1.0
241,mapping_type_static,rejectedMintBalance,24,19,1.0
242,bool,isFinalized,1014,960,1.0
243,user_define_contract,whiteListingContract,24,-1,0.0
244,uint256,currentMintNonce,24,19,1.0
245,mapping_type_static,PlayerBalances,2,600,1.0
246,uint256,rake,4,-1,0.0
247,address,parentAddress,108,-1,0.0
248,uint256,_totalSupply,2494,860,1.0
249,string,,1407,-1,0.0
250,uint24,,139,-1,0.0
251,uint16,,1720,-1,0.0
252,uint72,,17,-1,0.0
253,uint8,,24322,-1,0.0
254,uint256,basePercent,286,-1,0.0
255,address,crowdSaleAddress,39,-1,0.0
256,uint8,locked,123,572,1.0
257,bool,lockTransfer,32,410,0.7378324402308035
258,address,allowedAddress,27,969,0.678370164295096
259,uint256,totalDistributed,1566,858,1.0
260,uint256,stageDistributed,2,203,0.6585312270883068
261,array_type_static,price,17,1037,1.0
262,uint256,completedAt,55,978,0.860774153018764
263,uint8,stage,192,203,1.0
264,mapping_type_static,contributions,129,-1,0.0
265,uint256,capDoublingTimestamp,9,-1,0.0
266,uint256,capReleaseTimestamp,12,-1,0.0
267,mapping_type_static,whitelists,14,-1,0.0
268,array_type_static,tierCaps,10,26,1.0
269,address,beneficiary,5399,15,1.0
270,uint256,TicketStartPrice,2,50,1.0
271,uint256,AmountTransferred,3,215,0.6179684877540137
272,uint256,tokenPrice,255,375,1.0
273,uint256,totalWeiReceived,30,602,0.5470693991616975
274,address,companyWallet,39,-1,0.0
275,array_type_dynamic,canCall,8,902,0.5582346885199685
276,bool,isLocked,2708,572,0.9515027521002856
277,bool,isReleased,2592,1108,1.0
278,uint256,end_time,2615,1166,1.0
279,uint256,start_time,2612,1170,1.0
280,uint256,icoEnd,16,355,0.9334762126626205
281,user_define_contract,CanYaCoinToken,2,315,0.7034672463242638
282,address,operationalAddress,5,-1,0.0
283,address,rewardAddress,1,193,1.0
284,address,charityAddress,2,352,0.47306221219676053
285,bool,isFinish,3,978,0.4748527774481319
286,address,restricted,39,-1,0.0
287,bool,isOneToken,1,-1,0.0
288,uint8,isMinting,431,19,1.0
289,uint256,RATE,598,797,0.8266409841440597
290,bool,isFunding,684,432,0.9221234133697644
291,uint256,fundingStartBlock,1015,420,0.8663108559540977
292,uint256,fundingStopBlock,634,420,0.7010836759989664
293,uint256,tokenExchangeRate,762,393,0.8279747587910294
294,uint256,tokenRaised,684,477,1.0
295,uint256,currentSupply,732,-1,0.0
296,address,ethFundDeposit,1039,-1,0.0
297,address,newContractAddr,622,510,1.0
298,uint256,tokenMigrated,610,150,0.23294214295592094
299,mapping_type_static,hodlers,24,27,1.0
300,uint8,decimals,2941,801,1.0
301,uint256,largestPenis,4,1032,0.1916517645067211
302,uint256,withdrawDate,5,293,0.5831060362935501
303,address,largestPenisOwner,4,1032,0.1398753402889875
304,uint256,priceIncrease,1,1060,0.8631954923198256
305,uint256,redeemedCards,1,121,0.28372299718551086
306,user_define_contract,cardContract,1,-1,0.0
307,uint256,soldCards,1,728,0.3408259429476289
308,mapping_type_static,blackList,115,57,1.0
309,uint8,isOpened,4,1084,0.9547978515346708
310,mapping_type_static,AccountBalance,6,507,1.0
311,address,addr,23,556,0.9283292308067645
312,uint256,RESERVE_SUPPLY,8,389,1.0
313,address,King,4,979,1.0
314,uint8,mintable,8,19,1.0
315,bool,closed,68,1082,1.0
316,uint8,distributionFinished,774,859,0.2851215727668018
317,uint256,tokensPerEth,921,405,0.9231785227883843
318,uint256,last_completed_migration,6079,179,0.7283190221036487
319,address,licenseSalesContractAddress,2,-1,0.0
320,address,apiRegistryContractAddress,2,313,0.23946291004925646
321,address,apiCallsContractAddress,2,1131,0.9393845638527224
322,address,registryContractAddress,2,313,0.2655706257755854
323,uint256,saleFee,4,-1,0.0
324,uint256,tokenReward,15,167,0.7253371694431252
325,address,relayContractAddress,5,-1,0.0
326,user_define_contract,tokenContractAddress,25,464,0.6403172405599444
327,address,Caller,5,902,0.9303990285899089
328,mapping_type_static,Balance,476,666,1.0
329,address,Owner,518,809,0.885114165541755
330,bool,transfersEnabled,276,248,0.8735345111698428
331,uint256,MAXIMUM_SUPPLY,2,723,1.0
332,bool,destroyEnabled,13,910,1.0
333,mapping_type_static,cronaddOf,7,1209,1.0
334,mapping_type_static,cronoutOf,7,1209,1.0
335,uint256,onceOuttime,7,-1,0.0
336,uint256,onceoutTimePer,7,1124,0.18104581596848793
337,mapping_type_static,canuseOf,3,672,0.10255109083551457
338,uint256,sysPer,10,3,1.0
339,uint256,onceAddTime,10,1172,0.6956643961316283
340,uint256,sysPrice,7,3,0.987571627468343
341,address,owner_,106,809,0.885114165541755
342,address,logic_,5,565,0.9247257906711234
343,address,exchange_,8,487,0.7649732995183536
344,uint256,challengeEndTime,8,1011,0.4969363410699696
345,mapping_type_static,donorBalances,8,352,1.0
346,uint256,challengeSafetyHatchTime2,8,896,0.7846868819306122
347,address,contractOwner,391,807,0.822843263238552
348,uint256,challengeSafetyHatchTime1,8,896,1.0
349,bool,isEventFinalized,5,960,0.5969743091955275
350,bool,unlockOnNo,6,467,0.8843789475896194
351,bool,hasChallengeAccomplished,8,1011,0.7366379671360311
352,array_type_dynamic,npoAddresses,8,1154,0.926978977204053
353,mapping_type_static,npoRatios,8,-1,0.0
354,uint256,makerFee,7,-1,0.0
355,bool,balanceOf,44,-1,0.0
356,uint256,donorCount,8,352,1.0
357,uint256,questionId,11,-1,0.0
358,address,burnAddress,39,-1,0.0
359,uint256,tokensToMint,10,19,1.0
360,mapping_type_static,notify,3,-1,0.0
361,user_define_contract,registry,265,313,0.29997726490128634
362,uint8,canBurn,1,146,0.4803782125770606
363,address,cbAddress,9,-1,0.0
364,uint256,Price,141,1037,1.0
365,uint256,DefaultDonation,1,352,0.43507991225620174
366,uint256,fifty_two_weeks,2569,1160,0.8873709343717763
367,user_define_contract,controller,98,296,0.7949072221447666
368,bool,allowIssua,15,-1,0.0
369,bool,allowBack,15,958,1.0
370,uint8,currency,5,661,1.0
371,uint256,total,202,1099,1.0
372,uint256,fee,250,1149,0.7329564022453214
373,address,buyer,83,1039,1.0
374,uint256,payDate,5,-1,0.0
375,uint256,id,13,1052,1.0
376,address,seller,165,1039,0.8668229782027412
377,address,feeAddress,53,1012,1.0
378,uint256,units,42,944,1.0
379,uint256,validUntil,5,756,0.1722837006238051
380,string,title,9,893,0.36076001623227927
381,string,tokenFallbackData,3,-1,0.0
382,string,deliveryId,1,879,1.0
383,string,question,482,1034,1.0
384,bool,lockAll,37,571,0.8532585199509769
385,mapping_type_static,frozens,78,195,0.5491815860241004
386,bool,transferEnabled,459,248,0.920278985121079
387,bool,plockFlag,29,126,0.9392616465468879
388,uint256,index,42,223,0.6238324153270668
389,mapping_type_static,KeyPurpose,1,628,0.24294709698241246
390,string,tokenDescription,2,-1,0.0
391,string,tokenName,15,-1,0.0
392,string,tokenSymbol,9,-1,0.0
393,address,singularDTVToken,8,-1,0.0
394,mapping_type_static,owed,5,-1,0.0
395,mapping_type_static,rewardAtTimeOfWithdraw,2,-1,0.0
396,uint256,totalReward,11,236,1.0
397,user_define_contract,singularDTVFund,6,1001,0.9515476623003246
398,array_type_dynamic,Alerters,118,-1,0.0
399,address,pendingAdmin,142,-1,0.0
400,array_type_dynamic,Operators,133,827,1.0
401,mapping_type_static,reserveFeeToWallet,9,435,0.5574374160073582
402,mapping_type_static,reserveFeeToBurn,9,147,0.9081455350594083
403,address,taxWallet,4,568,0.6836096332459264
404,uint256,taxFeeBps,4,172,0.7621687466039275
405,user_define_contract,kyberNetwork,18,249,1.0
406,uint256,kncPerEthRatePrecision,2,656,0.9980783836169175
407,user_define_contract,knc,12,-1,0.0
408,mapping_type_static,reserveFeesInBps,9,172,0.6940198424565298
409,mapping_type_static,walletFeesInBps,9,172,0.5927516981427154
410,mapping_type_static,reserveKNCWallet,9,309,0.5754827438924619
411,mapping_type_static,feePayedPerReserve,4,-1,0.0
412,uint256,quantityFactor,13,747,0.8121421389624028
413,uint256,worstCaseRateFactorInBps,5,-1,0.0
414,address,gubberment,5,1105,0.48805582771172346
415,array_type_dynamic,numberOfTreasuryOfficials,5,778,1.0
416,address,newGubberment,5,-1,0.0
417,uint256,currentTokenBalance,5,213,0.2113165532848994
418,uint256,totalPilfered,5,-1,0.0
419,uint256,totalBribery,4,-1,0.0
420,uint256,coinSentToEther,46,649,0.7778310423008971
421,mapping_type_static,payments,141,1038,1.0
422,bool,stopped,896,744,0.7191142988615582
423,uint256,etherReceived,33,649,1.0
424,user_define_contract,coin,71,601,1.0
425,address,multisigEther,46,70,0.09413686894903645
426,uint8,crowdsaleClosed,169,-1,0.0
427,bool,proofSet,3,757,0.6031799073621246
428,uint256,ethartArtReward,2,-1,0.0
429,uint256,editionSize,3,1032,0.13484083624700366
430,address,lowestAskAddress,4,-1,0.0
431,mapping_type_static,piecesOwned,4,809,1.0
432,uint8,pieceWanted,4,-1,0.0
433,address,referrer,6,53,1.0
434,uint256,activationTime,15,1159,1.0
435,address,highestBidAddress,4,138,1.0
436,uint256,highestBidTime,4,138,1.0
437,uint256,highestBidPrice,4,-1,0.0
438,uint256,lowestAskPrice,4,1080,1.0
439,bool,pieceForSale,2,1095,0.9167803114485581
440,uint256,lowestAskTime,4,-1,0.0
441,string,proofLink,4,757,1.0
442,uint256,ethartArtAwarded,2,-1,0.0
443,uint256,ownerCommission,4,580,0.29124894304688687
444,uint256,ethartRevenueReward,2,-1,0.0
445,uint256,referrerReward,2,97,0.776506784835666
446,uint256,timeout,25,1124,0.8203084247585253
447,uint256,feesSeperateFromBalanceApproximately,6,845,1.0
448,array_type_dynamic,totalParticipants,8,986,1.0
449,array_type_static,participantDetails,4,987,1.0
450,mapping_type_static,spentAllowance,117,129,0.059076286501175246
451,mapping_type_static,approvedWithdrawAddresses,25,84,1.0
452,bool,tradeEnabled,35,1044,0.6528761506300307
453,address,kyberNetwork,66,249,1.0
454,mapping_type_static,DestQty,25,-1,0.0
455,address,sanityRatesContract,17,797,0.24298876421516355
456,user_define_contract,conversionRatesContract,17,798,1.0
457,uint256,kncPerETHRate,7,-1,0.0
458,mapping_type_static,userCategory,10,956,1.0
459,mapping_type_static,categoryCap,6,792,0.7992015787823644
460,uint256,weiPerSgd,6,-1,0.0
461,uint256,minSlippageFactorInBps,8,162,1.0
462,uint256,totalUnreleasedTokens,12,581,0.4944785231857743
463,mapping_type_static,allocateAgents,14,-1,0.0
464,user_define_contract,TokenAddress,29,-1,0.0
465,uint8,State,33,921,1.0
466,address,finalizeAgent,13,-1,0.0
467,mapping_type_static,investedAmountOf,113,445,0.9024455498762594
468,uint256,weiRefunded,71,177,1.0
469,uint256,loadedRefund,34,176,1.0
470,bool,requireCustomerId,19,-1,0.0
471,mapping_type_static,tokenAmountOf,79,-1,0.0
472,uint256,weiCap,19,155,1.0
473,user_define_contract,pricingStrategy,45,-1,0.0
474,uint256,whitelistBonusPercentage,1,49,1.0
475,uint256,whitelistPrincipleLockPercentage,1,-1,0.0
476,uint256,whitelistPrincipleLockPeriod,1,-1,0.0
477,uint256,endsAt,76,995,1.0
478,uint256,ownerTestValue,17,-1,0.0
479,address,multisigWallet,60,71,1.0
480,uint256,lastTimeOfNewCredit,2,1042,0.6374797547920263
481,address,corruptElite,2,1003,1.0
482,uint256,profitFromCrash,1,806,1.0
483,array_type_static,totalDebt,1,890,0.505538989337701
484,uint8,round,8,1019,1.0
485,user_define_contract,wrappedContract,7,-1,0.0
486,user_define_contract,feeBurnerContract,6,147,1.0
487,uint256,feeSharingBps,6,172,0.7819552473088344
488,array_type_dynamic,FeeSharingWallets,6,435,1.0
489,uint8,etherSplit,1,649,1.0
490,uint256,feeMake,119,1149,0.7234350148361577
491,address,feeAccount,233,977,1.0
492,uint256,feeTake,131,1149,0.6435021355958802
493,mapping_type_static,factory,1,700,1.0
494,mapping_type_static,whitelist,746,257,1.0
495,mapping_type_static,mycontracts,1,-1,0.0
496,uint32,Price,5,1037,1.0
497,address,asset,5,297,0.936257722879541
498,address,trustee,31,-1,0.0
499,address,ethAddr,24,556,0.3064459033097494
500,uint8,resolved,2,978,0.5599027928339193
501,uint256,outcome,9,1014,1.0
502,address,yesToken,1,-1,0.0
503,address,noToken,1,-1,0.0
504,uint256,close_time,4,1081,1.0
505,uint256,last_offer_id,17,952,0.9400459597960698
506,address,multiAsset,1,297,1.0
507,address,CurrentPlayer,2,1062,1.0
508,uint256,PlayBlockNumber,2,646,1.0
509,uint256,CurrentBet,2,-1,0.0
510,uint256,totalEth,21,703,0.713053448345043
511,mapping_type_static,preparedBurnAmounts,2,146,1.0
512,mapping_type_static,preparedBurnHashes,2,679,0.28383886157463195
513,user_define_contract,broker,18,191,1.0
514,user_define_contract,bomb,1,-1,0.0
515,user_define_contract,nuke,1,923,1.0
516,bool,distributionFinished,823,859,0.2851215727668018
517,uint256,tokenPerETH,77,405,1.0
518,uint256,totalRemaining,673,1100,0.7275996347293876
519,uint256,valueToGive,64,447,1.0
520,mapping_type_static,blacklist,737,132,1.0
521,mapping_type_static,isOperator,130,827,0.5676228708958998
522,mapping_type_static,isMinter,3068,19,1.0
523,bool,sellsTokens,19,494,0.5261139525767696
524,user_define_contract,asset,42,297,0.936257722879541
525,mapping_type_static,registry,12,313,0.29997726490128634
526,uint256,tierBudget,12,45,0.851991794758089
527,bytes32,hashPass,27,679,0.603876987719743
528,uint8,transfers,3,324,0.5333297534037877
529,mapping_type_static,admins,265,777,0.9779526471146407
530,uint256,cost1token,22,-1,0.0
531,mapping_type_static,sellTotalOf,4,1097,0.5022220178857366
532,mapping_type_static,sellPriceOf,4,-1,0.0
533,mapping_type_static,sellTypeOf,4,1094,0.6809143965824791
534,bool,transfer,226,-1,0.0
535,uint256,fundingEndBlock,384,420,0.987105985726003
536,uint256,unlockingBlock,1,489,0.9487898278706866
537,address,founders,15,400,1.0
538,uint256,locked_allocation,1,-1,0.0
539,mapping_type_static,VersionFor,29,718,1.0
540,address,PendingVersion,32,453,0.11696144782235945
541,uint256,PendingVersionTimestamp,32,-1,0.0
542,user_define_contract,LatestVersion,54,718,0.5498570325373757
543,user_define_contract,init,66,549,0.8669472289392821
544,uint256,etoken2Symbol,14,593,1.0
545,address,minter,387,19,1.0
546,address,founder,280,401,0.8363193382970727
547,uint256,maxTotalSupply,100,723,1.0
548,uint256,baseTokenPrice,9,375,0.2916362286733877
549,address,latpToken,1,-1,0.0
550,mapping_type_static,investments,34,446,1.0
551,address,transferTo,1,324,0.6703915855697719
552,uint256,numcallsinternal,2,923,1.0
553,uint256,numcalls,3,923,1.0
554,uint256,numfails,2,923,1.0
555,bool,lockdown,3,539,0.9953709214686158
556,mapping_type_static,allowanceFromProxy,1,129,0.09391895536727408
557,address,alliesContract,1,819,0.635184396541934
558,address,coinageContract,1,601,0.10634492827708011
559,address,meltingContract,1,-1,0.0
560,address,dataContract,12,766,1.0
561,address,burningAdress,1,-1,0.0
562,address,proxyContract,2,38,0.13016909391300968
563,uint256,totalGoldSupply,1,341,0.3682939005782967
564,uint256,numsuccesses,1,923,1.0
565,array_type_dynamic,services,5,826,1.0
566,mapping_type_static,ids,5,1052,0.4045432511888643
567,mapping_type_static,coinBalanceOf,60,601,0.31320414389366696
568,uint256,totalDeposits,12,380,1.0
569,user_define_contract,daiAddr,11,-1,0.0
570,uint256,adminCount,96,778,1.0
571,uint256,requiredSignatures,95,652,1.0
572,uint256,devCount,93,-1,0.0
573,uint256,requiredDevSignatures,91,652,1.0
574,address,marketAddress,10,-1,0.0
575,bool,market2018TokenCreated,2,461,0.4731572117090256
576,uint256,minedTokenStartTime,2,504,1.0
577,mapping_type_static,minedToken,2,712,0.9036757910435964
578,uint256,CurrentYearMinedTokenCap,2,239,0.524511880178726
579,uint256,firstYearMinedTokenCap,2,239,0.7677720785570246
580,address,teamAddress,53,349,0.6310236129613189
581,bool,team2018TokenCreated,3,500,1.0
582,bool,team2019TokenCreated,3,500,1.0
583,address,taxAddress,2,-1,0.0
584,bool,taxTokenCreated,1,-1,0.0
585,address,operationAddress,3,-1,0.0
586,bool,operationTokenCreated,3,713,1.0
587,uint256,privateToken,4,-1,0.0
588,uint256,privateTokenCap,3,239,1.0
589,bool,market2021TokenCreated,2,461,1.0
590,bool,market2020TokenCreated,2,461,1.0
591,bool,market2019TokenCreated,2,461,1.0
592,uint256,marketToken2019,2,461,1.0
593,uint256,teamToken2018,3,500,0.9449942128373239
594,uint256,teamToken2019,3,500,0.9712023707917743
595,uint256,marketToken2018,2,461,0.9715808322480258
596,uint256,taxToken,1,-1,0.0
597,uint256,operationToken,3,-1,0.0
598,uint256,marketToken2021,2,461,0.9358394671305713
599,uint256,marketToken2020,2,461,0.39800493912651486
600,uint256,amountRaised,1840,606,0.9380658128397376
601,uint256,bonus,131,276,0.3787555930302481
