index,data_type,data_name,count,label,probability
34172,address,ceoAddress1,1,1031,1.0
34173,user_define_contract,dogCore,1,206,1.0
34174,mapping_type_static,addressUsed,4,1374,1.0
34175,uint32,floorId,2,-1,0.0
34176,uint8,isOnSale,1,147,0.8922258469987414
34177,user_define_contract,otherContract,1,237,1.0
34178,array_type_dynamic,investorAddresses,4,-1,0.0
34179,uint256,mat,3,-1,0.0
34180,address,peth,3,1044,0.9502722730436329
34181,address,pip,3,1044,0.9728488764152672
34182,address,pep,3,1044,0.9505573614975631
34183,uint256,axe,3,-1,0.0
34184,uint256,sharesAmount,2,571,1.0
34185,uint256,soldTokensAmount,2,489,0.4712141475743181
34186,address,lmp,2,1056,0.7638582472336699
34187,mapping_type_static,mintRecord,9,1173,1.0
34188,uint256,freezeForever,4,643,1.0
34189,address,UnsaleOwnerAddress,1,930,0.779832294620611
34190,mapping_type_static,portfolios,1,1249,0.21451742483605052
34191,user_define_contract,feeCalculator,1,231,1.0
34192,user_define_contract,transferProxy,1,183,0.7241069411130211
34193,uint256,currentMiner,1,520,0.6563772011262369
34194,address,investor1,2,862,1.0
34195,address,investor2,2,862,1.0
34196,uint256,rate_denominator,2,-1,0.0
34197,uint256,rate_numerator,2,-1,0.0
34198,address,receiving,2,964,0.11586826987894143
34199,bool,isMintingAllowed,1,1062,1.0
34200,mapping_type_dynamic,TxOrigMcwTransfer,1,149,1.0
34201,array_type_dynamic,isValidTxPaymentForKWh,1,36,0.6285963742528586
34202,mapping_type_static,blockIndexToApproved,1,1217,0.5593061133732985
34203,uint8,onlyOwner,2,105,1.0
34204,uint256,ethAddress,4,-1,0.0
34205,uint128,rate,1,-1,0.0
34206,array_type_dynamic,ReferredAt,1,-1,0.0
34207,bool,isTrading,1,1166,0.6444874108977741
34208,bool,isWithdrawActive,1,1082,1.0
34209,uint8,isOpenForSale,2,138,1.0
34210,mapping_type_static,rolesExpiration,2,1230,1.0
34211,mapping_type_static,roles,6,1300,1.0
34212,uint256,freeze,2,643,1.0
34213,address,CD,1,1046,0.6933237433155479
34214,mapping_type_static,referees,2,1207,1.0
34215,string,test,1,1447,1.0
34216,address,br,2,-1,0.0
34217,mapping_type_static,trustedTokens,1,1244,1.0
34218,address,Data,2,912,1.0
34219,user_define_contract,bridge,24,260,0.9398382339770242
34220,uint256,companyCount,1,574,0.5084895815027367
34221,uint256,supplyBezNolei,1,755,0.4981179920559346
34222,uint256,CompanyCount,1,574,0.5084895815027367
34223,uint256,OffsaleCount,1,827,0.8903201571672933
34224,uint256,advisorFund,1,-1,0.0
34225,uint256,investorFund,1,-1,0.0
34226,uint256,icoIssuedMkt,1,346,1.0
34227,uint256,icoIssuedSale,1,439,0.9063886355827365
34228,uint256,privateSaleStartDate,1,693,0.5060266931028784
34229,uint256,preSaleEndDate,1,687,0.7902342398009414
34230,uint256,preSaleBonus,1,398,1.0
34231,uint256,saleEtherReceived,2,731,1.0
34232,address,roleAddress,6,1027,0.14085515653934583
34233,uint256,depositNumber,2,325,0.4835350564567667
34234,uint256,actualFee,2,-1,0.0
34235,uint256,withdrawNumber,2,399,1.0
34236,mapping_type_static,depositDate,2,1211,0.5005271005819907
34237,mapping_type_static,withdrawToken,2,1198,1.0
34238,mapping_type_static,withdrawAddress,2,1205,1.0
34239,mapping_type_static,withdrawAmount,2,1221,1.0
34240,mapping_type_static,withdrawDate,2,1236,0.6635993108434639
34241,address,pendingOperator,2,972,0.10906264517080058
34242,address,withdrawContractAddress,1,914,1.0
34243,bool,isWithdrawingAllowed,1,1082,0.6884202543641768
34244,mapping_type_static,isDealer,1,1403,1.0
34245,uint256,overrideTime,2,-1,0.0
34246,uint256,fundAccount,1,613,0.5553490607474879
34247,mapping_type_dynamic,GidOfId,1,172,1.0
34248,uint16,totalCallers,4,-1,0.0
34249,address,assetContract,1,861,0.7808459888834434
34250,bool,isPresellOpen,1,1120,0.42186274918268174
34251,address,companyProfit,1,-1,0.0
34252,mapping_type_static,BalanceForAddress,1,1375,0.6864807123803283
34253,uint256,lockupTime,2,698,1.0
34254,mapping_type_static,gParent,1,1254,0.8437554244222156
34255,mapping_type_static,g1,1,1358,0.2781235694670316
34256,uint8,startContract,1,-1,0.0
34257,mapping_type_static,Rank,1,1323,0.9496225864022544
34258,mapping_type_static,operator,1,1320,1.0
34259,mapping_type_static,ReferralPercentage,1,1187,0.5267821551553599
34260,mapping_type_static,ethAmounts,1,1247,0.31158011634026106
34261,uint256,grandTotalAirdropped,5,-1,0.0
34262,bool,mod,1,-1,0.0
34263,bool,isRefundable,3,1064,0.84925488243957
34264,user_define_contract,oracul,4,-1,0.0
34265,uint256,lastTimeStamp,2,-1,0.0
34266,bytes32,version,1,-1,0.0
34267,uint256,EthUsdRate,1,741,0.7181599143551994
34268,mapping_type_dynamic,Nickname,1,177,1.0
34269,string,bla,1,1447,1.0
34270,uint256,WithdrawalDelay,1,-1,0.0
34271,uint256,MAX_TOKEN_PER_ACCOUNT,1,366,0.6961316876123961
34272,address,coinBase,2,951,0.6933398939569287
34273,uint256,holder,1,479,1.0
34274,address,Lock,1,942,1.0
34275,uint256,investBalance,1,574,0.4432440321794505
34276,uint256,investBalanceMax,1,578,0.5356883157209864
34277,uint256,investStart,1,574,0.6610221804907517
34278,uint256,initLimit,1,593,0.8326241369926607
34279,uint256,investBalanceGot,1,574,0.4264538521753172
34280,array_type_dynamic,userIndex,1,64,1.0
34281,uint256,calculateTokenReward,1,507,0.5201406619654958
34282,uint256,unreleasedTokens,1,490,0.7451248037253091
34283,mapping_type_static,allocators,1,1263,0.31073785970120643
34284,uint256,dealPrice,2,837,0.5781121652364731
34285,uint256,dealStatus,2,-1,0.0
34286,address,proxyFactory,1,851,0.5102764312502939
34287,user_define_contract,cdp,1,-1,0.0
34288,array_type_dynamic,currentVotings,1,44,1.0
34289,mapping_type_static,lockup_list_flag,1,-1,0.0
34290,array_type_dynamic,user_list,1,68,0.5406396137075649
34291,bool,isBatchTransferStop,2,-1,0.0
34292,user_define_contract,deap_token,1,211,1.0
34293,user_define_contract,group_lockup,1,184,0.4584501512753198
34294,mapping_type_static,escrowedBalances,2,1189,0.21543458360754278
34295,uint256,totalEscrowed,2,285,0.42186318066171913
34296,address,appContractAddress,2,-1,0.0
34297,uint256,TransactionID,2,777,0.4350697008829422
34298,user_define_contract,appContract,2,237,0.9371611291506573
34299,mapping_type_static,AllowedTokens,1,1244,1.0
34300,mapping_type_static,CommissionBalance,3,1361,1.0
34301,uint256,totalInvest,3,574,1.0
34302,mapping_type_static,escrowedBalancesOfService,3,1189,1.0
34303,mapping_type_static,escrowedOfService,3,1189,1.0
34304,mapping_type_static,WhitelistStatus,1,1240,1.0
34305,bytes32,tokenName,1,-1,0.0
34306,array_type_dynamic,InvestmentRecordListLength,1,-1,0.0
34307,uint256,tokenBasePrice,1,460,0.6853247435121398
34308,uint8,currentStageNumber,1,102,0.8937940036742451
34309,array_type_dynamic,boards,2,-1,0.0
34310,uint256,rand,2,540,1.0
34311,mapping_type_static,Promises,1,1196,0.6162681671671473
34312,array_type_dynamic,Prices,1,46,0.5936718403550233
34313,uint256,estimateTokens,1,505,0.8691703369824193
34314,address,companyManager,2,1025,1.0
34315,array_type_dynamic,All,1,-1,0.0
34316,bytes32,keyHash,1,-1,0.0
34317,array_type_dynamic,KeysCount,1,76,1.0
34318,uint8,hault,1,-1,0.0
34319,uint256,dspEther,5,-1,0.0
34320,uint256,dspTokens,5,513,1.0
34321,uint256,EMISSION_RATE,1,275,1.0
34322,uint256,amount4,1,796,1.0
34323,uint256,amount5,1,796,1.0
34324,user_define_contract,connectorAddress,2,221,0.5449649046413148
34325,array_type_dynamic,companies,1,60,0.31068809935302105
34326,array_type_dynamic,rules,2,51,1.0
34327,uint8,air_drop_switch,1,89,1.0
34328,uint8,air_drop_range,1,89,1.0
34329,mapping_type_static,totalDiscount,1,-1,0.0
34330,uint256,moveIn,1,-1,0.0
34331,uint256,calcRewardAmount,1,-1,0.0
34332,uint256,prepayment,1,-1,0.0
34333,uint256,damage,1,-1,0.0
34334,uint256,reimbursement,1,652,0.2201402007551351
34335,uint256,moveOut,1,-1,0.0
34336,user_define_contract,berryToken,1,211,1.0
34337,bool,redeem,1,1087,1.0
34338,mapping_type_static,redeemableBalance,1,1349,0.0875250796294303
34339,uint256,totalRedeemed,1,493,0.3317494049508814
34340,user_define_contract,lockdrop,1,184,0.8651933004776522
34341,uint256,currentPricePerToken,1,460,0.6221970587626771
34342,mapping_type_static,adminGroup,1,1398,0.39827437320184256
34343,uint256,isFrozen,1,643,1.0
34344,bool,checkAccess,1,-1,0.0
34345,address,walletContract,2,-1,0.0
34346,mapping_type_static,Whitelisted,1,1240,1.0
34347,mapping_type_static,Blacklisted,1,1239,0.8483279349018169
34348,uint256,BONUS_VALUE,1,450,0.605076824569218
34349,string,whitelistType,1,1449,0.7454605036715036
34350,uint256,subBalance,2,503,1.0
34351,uint256,Banlance,1,-1,0.0
34352,mapping_type_dynamic,Locked,1,167,0.7083505777392343
34353,mapping_type_static,messages,2,1333,0.13068216527057594
34354,uint256,betRatio,1,347,1.0
34355,uint256,taxRatio,1,537,0.7765983255687633
34356,mapping_type_static,TokensAcquired,1,1244,1.0
34357,address,ticker,1,843,0.42789150226497014
34358,address,CollectorAddress,6,-1,0.0
34359,bool,transferCoin,1,1109,0.578299755268779
34360,uint256,remained,1,-1,0.0
34361,uint8,tradingStatus,1,-1,0.0
34362,user_define_contract,bondContract,1,237,0.6298075901936591
34363,uint256,Cutoff,2,630,0.4493815066108474
34364,uint256,backgrounds,1,-1,0.0
34365,uint256,maxTx,1,588,1.0
34366,uint256,minTx,1,588,1.0
34367,array_type_dynamic,chats,1,-1,0.0
34368,array_type_dynamic,totalTokenHolders,2,-1,0.0
34369,mapping_type_static,totalCost,2,-1,0.0
34370,user_define_contract,CRCToken,3,254,0.46469286648168984
34371,uint256,ICOTotalSupply,1,-1,0.0
34372,address,lunyrMultisig,1,856,0.8181205081880006
34373,uint256,trees,1,376,0.8988849696964243
34374,uint256,RetainedSupply,1,-1,0.0
34375,user_define_contract,platform,1,255,1.0
34376,uint16,Status,1,-1,0.0
34377,uint256,balanceForSale,1,503,0.5241105670124843
34378,address,tokenReceiver,1,996,0.8056200517216164
34379,address,coinAddress,1,895,1.0
34380,mapping_type_static,allBalanceOf,5,1405,1.0
34381,mapping_type_static,SpecificKey,2,1393,1.0
34382,uint8,kycValid,1,-1,0.0
34383,uint256,totalTokenTransfers,3,-1,0.0
34384,uint256,creditDataSize,3,407,0.5462482419194489
34385,uint256,WinnerCount,6,812,0.9114121890167028
34386,bool,CurrentTime,1,1147,1.0
34387,uint256,isDistributed,1,700,1.0
34388,mapping_type_static,isAccepted,2,1385,0.35175481692579397
34389,bool,haveTransferEth,5,1090,0.2918839811641286
34390,bool,parse,5,1146,0.8965518994225053
34391,uint256,cdeadline,5,-1,0.0
34392,uint256,camountRaised,5,725,0.8776696777264705
34393,uint256,cfundingGoal,5,629,0.6825478399420363
34394,mapping_type_static,ebalanceOf,5,1405,1.0
34395,uint256,InvestmentsCount,6,574,0.8543254389076016
34396,uint256,PresaleEndTime,2,703,1.0
34397,uint256,availableCount,1,834,0.8300897855116173
34398,uint256,pendingCount,1,375,0.8088990028074952
34399,address,GovernanceWallet,3,-1,0.0
34400,uint256,currentTokenIndex,6,529,0.23116772874112632
34401,mapping_type_static,refer,1,-1,0.0
34402,mapping_type_static,Id,1,1399,1.0
34403,uint256,minWeiToPurchase,1,576,0.8309387249841198
34404,mapping_type_static,investedSum,1,1252,0.9040008202282752
34405,uint256,bonusVestingPeriod,1,281,0.677875867553771
34406,mapping_type_static,externalBonusTokensAllocated,1,1201,0.26925079345268116
34407,mapping_type_static,addressKYC,1,1174,0.5324176585160366
34408,mapping_type_static,bonusTokensAllocated,1,1201,0.5079306244106185
34409,mapping_type_static,externalTokensAllocated,1,1215,1.0
34410,uint256,totalReservedTokenAllocated,1,-1,0.0
34411,user_define_contract,violaToken,1,211,1.0
34412,uint256,leftoverTokensBuffer,1,509,1.0
34413,uint256,bonusTokenRateLevelOne,1,328,0.27657149628552186
34414,uint256,bonusTokenRateLevelFour,1,328,0.17964057462740407
34415,uint256,TimeBasedBonusRate,1,438,0.7211733972529877
34416,uint256,DISPUTE_THRESHOLD,6,445,0.5495901248732887
34417,user_define_contract,rootToken,4,211,0.8117320741419205
34418,uint16,GameCount,1,-1,0.0
34419,mapping_type_static,BalanceOF,1,1405,1.0
34420,uint8,GameCount,3,107,1.0
34421,uint256,singleTransferLimit,1,359,1.0
34422,array_type_dynamic,Root,1,29,0.8140531576730831
34423,array_type_dynamic,User,1,70,1.0
34424,mapping_type_dynamic,register,1,174,1.0
34425,mapping_type_static,amountMax,1,1392,0.8211353050022514
34426,mapping_type_static,amountMin,1,1392,1.0
34427,mapping_type_static,depositedEther,1,1212,0.7509335987270339
34428,mapping_type_static,income,1,1376,1.0
34429,address,Root,1,-1,0.0
34430,address,submitter,2,963,0.3176325378466536
34431,mapping_type_static,evidences,2,1326,0.6076492080594879
34432,bool,IsOpen,1,1118,1.0
34433,mapping_type_static,inviter,6,1379,1.0
34434,uint256,joinFee,9,840,0.5085619992193772
34435,uint8,awardRatio,9,97,0.6936180440770815
34436,mapping_type_static,invitee,1,1379,0.29148679103223724
34437,user_define_contract,reserveContract,1,-1,0.0
34438,user_define_contract,tetherToken,1,211,1.0
34439,uint8,contractactive,1,116,1.0
34440,uint256,companyAmount,4,-1,0.0
34441,uint256,devAmount,4,639,0.7433873361237043
34442,bool,isBonusEnabled,1,1123,1.0
34443,uint8,devPercentage,1,119,0.6376610636430996
34444,uint256,num_tokens,2,360,0.8343013446210495
34445,address,transfer_contract,2,897,1.0
34446,user_define_contract,prox,2,261,0.6297631068008649
34447,string,administrator,1,1451,0.9915866556650453
34448,uint256,countTotal,3,834,0.8673883472268821
34449,address,registerAgent,2,1001,0.3125201580928081
34450,mapping_type_dynamic,subAccounts,1,170,1.0
34451,address,credits,1,999,0.6909944094699042
34452,uint256,burn_percentage,2,313,1.0
34453,uint8,fulfilled,2,143,0.692866023196633
34454,address,assistant,1,1025,1.0
34455,address,gmAddress,2,-1,0.0
34456,address,BCQAdministrationManagerModuleSC,3,1025,0.9323237456446817
34457,mapping_type_static,AuthorizedUniversityList,1,1387,0.42438277787320977
34458,mapping_type_static,universityIDTokens,1,-1,0.0
34459,array_type_dynamic,BalancesLength,5,5,1.0
34460,uint8,balancesSet,5,90,1.0
34461,address,newCajutel,5,-1,0.0
34462,address,CfoAddress,2,903,0.5303350993860066
34463,array_type_dynamic,GameAddress,1,79,1.0
34464,bytes32,sayHello,1,-1,0.0
34465,address,incentiveContract,2,954,0.8231404256415724
34466,uint256,companyFee,2,840,0.6734874101428245
34467,address,UserRegistry,1,852,1.0
34468,address,bat,1,1051,1.0
34469,address,rep,1,-1,0.0
34470,address,zrx,1,1049,1.0
34471,address,currentManager,2,1025,1.0
34472,address,pendingManager,2,971,0.4074079538003167
34473,address,Engine,1,-1,0.0
34474,uint8,batchLimit,1,99,1.0
34475,bool,development,2,-1,0.0
34476,address,rootchain,4,-1,0.0
34477,array_type_dynamic,Addr,2,58,1.0
34478,mapping_type_static,checkWinner,2,1335,0.4736842340260955
34479,mapping_type_static,BalanceWinner,2,1405,0.8288722565580868
34480,mapping_type_static,BalancePlayer,2,1405,0.9520275006751364
34481,mapping_type_static,CountTickets,2,1181,0.5894551690958413
34482,array_type_dynamic,Crowdsales,1,43,0.6989699633131746
34483,bool,whitelistOnly,2,1066,1.0
34484,mapping_type_static,allowTransferTo,2,1246,1.0
34485,uint8,development,2,-1,0.0
34486,bool,applyRequestInRootChain,1,1143,0.34206143168508646
34487,array_type_dynamic,policies,1,55,0.7906557786969611
34488,mapping_type_static,swapContract,1,1287,1.0
34489,uint256,numOfTickets,1,299,1.0
34490,mapping_type_static,contestants,1,1335,0.44941677700012495
34491,uint256,airDroped,1,304,0.8904242570254697
34492,address,rewardPools,1,954,0.3940635089265043
34493,uint256,setDecimals,1,453,1.0
34494,uint256,MAX_NUM,2,610,1.0
34495,uint256,FEE_RATIO,2,791,0.8067039585797817
34496,uint256,BLOCK_RANGE,1,552,1.0
34497,uint256,REWARD_INTERVAL,1,504,0.8159445875541843
34498,mapping_type_static,betValue,1,1268,0.7748484678893095
34499,uint256,rewardStartBlock,1,504,1.0
34500,uint256,stopBetBlock,1,-1,0.0
34501,uint256,postCount,1,834,0.8177349615621318
34502,uint256,maxSubLimit,1,593,0.37061740878092986
34503,mapping_type_static,verifierPayouts,1,1354,0.9245958032581281
34504,uint256,verifiPayout,1,733,1.0
34505,array_type_dynamic,postList,1,74,0.8983952513707949
34506,uint256,arbifiFee,1,-1,0.0
34507,mapping_type_static,ClaimAmount,2,1273,1.0
34508,mapping_type_static,ClaimCount,2,1273,1.0
34509,address,nodes,2,900,1.0
34510,mapping_type_static,itemExists,4,-1,0.0
34511,user_define_contract,heroToken,9,211,1.0
34512,uint256,totalItems,4,796,1.0
34513,mapping_type_static,saleAmount,1,1429,0.7497566270466948
34514,uint256,bidStep,1,297,1.0
34515,array_type_static,bidders,1,-1,0.0
34516,string,_version,1,-1,0.0
34517,uint256,num_,12,610,0.844135242064432
34518,address,to_,12,-1,0.0
34519,mapping_type_static,FrozenAmount,7,1196,1.0
34520,address,weth_addr,1,877,0.35754030607728954
34521,uint256,isAuto,4,-1,0.0
34522,address,ticAddress,4,-1,0.0
34523,uint256,d1,2,804,1.0
34524,uint256,d2,2,804,1.0
34525,string,testString,1,1440,1.0
34526,uint256,dice1,4,320,0.2536013069782548
34527,uint256,dice2,4,320,0.25326777361107206
34528,uint8,SaleStatus,1,-1,0.0
34529,uint8,enableWhiteList,1,114,0.7216785723536495
34530,uint256,saleStartedTime,1,693,0.5049356469498311
34531,array_type_dynamic,VestingList,1,8,1.0
34532,uint256,totalRaisedCapital,1,725,0.5316098589480933
34533,uint256,VestedTokenAmount,1,329,1.0
34534,uint256,vestedUntil,1,-1,0.0
34535,string,husband,1,1450,0.5641528279690404
34536,mapping_type_static,buyerOf,1,1428,1.0
34537,mapping_type_static,NumZap,1,1261,1.0
34538,mapping_type_static,DotsIssued,1,-1,0.0
34539,mapping_type_dynamic,BoundDots,1,-1,0.0
34540,mapping_type_static,NumEscrow,1,1189,0.13515614270913928
34541,mapping_type_static,PreBlockEnd,1,1309,0.514748548336393
34542,mapping_type_dynamic,Provider,1,-1,0.0
34543,address,arbiterAddress,1,-1,0.0
34544,address,dispatchAddress,1,989,1.0
34545,uint32,FinalAmount,1,-1,0.0
34546,user_define_contract,gasPriceLimit,1,243,0.6234967526348094
34547,user_define_contract,eth,1,223,0.693848062631378
34548,uint256,bonusCalculate,3,450,0.6144280166145326
34549,user_define_contract,_settings,1,221,0.3697181219056904
34550,uint256,COUNTER_LIMIT,4,-1,0.0
34551,address,attack,5,-1,0.0
34552,uint256,tokenAt,1,513,1.0
34553,mapping_type_static,Int128,1,1344,0.9691080670605311
34554,array_type_dynamic,swaps,1,-1,0.0
34555,string,sourceChain,1,1437,1.0
34556,uint256,MIN_FUNDING,1,597,0.7150743072969695
34557,user_define_contract,zeosXToken,1,254,0.45192403210907756
34558,mapping_type_static,totalReferred,1,1392,1.0
34559,uint256,unlockBountyTime,1,290,0.8170403228483236
34560,uint256,unlockDevTime,1,680,1.0
34561,bool,liquidated,1,1094,1.0
34562,bool,refundStart,1,1064,0.5901181287048253
34563,array_type_dynamic,tokenRecords,1,50,1.0
34564,uint8,index,2,-1,0.0
34565,uint256,pauseDuration,2,712,0.5374167832372542
34566,bool,initialized2,1,1100,0.7878781828519033
34567,address,ProviderAddress,3,-1,0.0
34568,uint256,serviceCharge,2,-1,0.0
34569,address,prizeToken,2,-1,0.0
34570,uint256,prizeMoney,2,795,0.9211365307785798
34571,address,biddingToken,2,995,1.0
34572,mapping_type_static,authorisedAddress,1,1348,0.08852741131890485
34573,address,tokenWithdraw,1,913,0.3707550345890966
34574,mapping_type_static,WithdrawAmount,2,1221,1.0
34575,mapping_type_static,PartnerPercent,1,1364,0.7926073822205678
34576,mapping_type_static,SalesPartner,1,1364,0.25314681340183226
34577,mapping_type_static,PartnerByReferral,1,1187,0.4888100837450283
34578,array_type_dynamic,ContractNames,1,57,0.9362313941306842
34579,address,IOV,1,1053,0.9632570397865652
34580,mapping_type_static,batches,3,-1,0.0
34581,address,MyAddress,5,989,1.0
34582,uint256,tokenAmountRaised,1,-1,0.0
34583,mapping_type_static,vests,1,1177,1.0
34584,mapping_type_static,isNotarized,1,1183,0.21154011929893152
34585,uint256,countWallets,1,817,0.7631487967282108
34586,uint256,ticketsCount,1,299,1.0
34587,bool,received,1,1130,0.8685712552486936
34588,bool,Result,2,1139,0.49765031719378583
34589,uint8,preIcoBonus,1,-1,0.0
34590,uint256,MARKET_CAP,1,458,1.0
34591,array_type_dynamic,_transaction_count,2,18,0.5320765473106563
34592,uint256,_totalSold,1,-1,0.0
34593,uint256,reservePercent,2,695,0.20192616886789316
34594,uint256,developmentPercent,2,639,1.0
34595,address,developmentAddress,2,969,1.0
34596,bool,inited,2,1078,0.2548492670873694
34597,user_define_contract,zone,2,-1,0.0
34598,user_define_contract,geo,3,-1,0.0
34599,int16,,7,-1,0.0
34600,uint256,redeemFee,4,493,0.4715129671216003
34601,address,poolAddress,1,958,1.0
34602,array_type_dynamic,SellOrderLength,1,43,1.0
34603,user_define_contract,project,1,-1,0.0
34604,address,trustedOracle,1,886,0.5558757535383693
34605,uint128,fee,1,-1,0.0
34606,uint128,priceInWei,1,-1,0.0
34607,mapping_type_static,usedKeys,2,1393,0.5589441509280639
34608,uint256,staticblock,1,563,0.8039353317018751
34609,bool,pauseFlag,4,1128,0.3799554670313703
34610,array_type_dynamic,authorities,2,62,0.584256827772307
34611,uint256,BONUS_PERCENTAGE,2,437,1.0
34612,bool,weiCapReached,2,1068,1.0
34613,uint256,rateDivider,1,289,0.33334743672520817
34614,address,LotteryAddress,1,989,1.0
34615,address,CitizenAddress,1,989,1.0
34616,address,lotteryContract,1,882,0.7947908350150876
34617,array_type_static,wallet,1,-1,0.0
34618,mapping_type_static,pendingReturn,1,1334,1.0
34619,user_define_contract,rmt,1,-1,0.0
34620,uint256,begin,1,685,0.9827319819632622
34621,uint256,WhitelistLength,9,300,0.5611063943900706
34622,uint256,NumSubscribers,1,610,1.0
34623,mapping_type_static,institute,1,-1,0.0
34624,mapping_type_dynamic,PlayerLevel,1,178,0.9763947169906356
34625,uint256,breedingFee,1,-1,0.0
34626,mapping_type_dynamic,AuctionSeller,3,170,1.0
34627,mapping_type_static,blockedUser,1,1394,0.8569862722039545
34628,mapping_type_static,makers,5,1425,0.9646279576059382
34629,mapping_type_static,takers,5,-1,0.0
34630,mapping_type_static,contractsGrantedAccess,1,1390,0.8166370533626486
34631,bool,isTokenTransferLocked,1,1102,0.4979235046937726
34632,address,tokenTransferLocker,1,-1,0.0
34633,uint256,mintingInterval,1,421,0.5961198744299647
34634,user_define_contract,coinage,1,188,0.24336895552391744
34635,mapping_type_static,odds,3,1268,0.5701289870667751
34636,uint256,preSaleBlockNumber,2,683,1.0
34637,uint256,finalBlockNumber,1,561,0.7114547890993174
34638,uint256,airDropTokens,2,292,0.5786574104023003
34639,uint256,totalRedemptions,1,504,0.3243325548790272
34640,mapping_type_static,withdrawBalances,3,1221,0.7077270132359554
34641,bool,hourOfDay,3,1147,0.9185221143155977
34642,uint8,frozenToken,2,94,1.0
34643,uint256,privateEndDate,2,678,1.0
34644,uint256,privateStartDate,2,678,0.8240302055052436
34645,uint256,numWhitelisted,2,300,0.6012283022176228
34646,address,zadd,1,1049,1.0
34647,uint8,tokensLocked,1,94,1.0
34648,uint256,gachaPrice,1,837,0.9794456394693855
34649,mapping_type_static,offers,5,-1,0.0
34650,address,addressDAI,3,871,1.0
34651,mapping_type_static,escrows,3,1189,0.7931876342506762
34652,uint256,accumulatedFees,2,841,0.5830783683229699
34653,uint8,Switch,1,89,0.5866697236473627
34654,array_type_dynamic,mod,3,-1,0.0
34655,array_type_dynamic,recordIds,1,40,0.6546992105572732
34656,user_define_contract,DataContractAddress,1,217,0.31440714931650093
34657,address,SystemWallet,2,-1,0.0
34658,uint256,unsoldToken,2,509,0.6219259650772113
34659,uint256,ethQty,2,729,1.0
34660,uint256,soldQty,2,832,0.6174938270453859
34661,bool,isWithdrawn,2,1082,0.633099313683293
34662,mapping_type_static,fatherAllowedToAddress,1,1348,1.0
34663,uint256,rand2,2,540,1.0
34664,mapping_type_static,player_getPendingTxByAddress,1,-1,0.0
34665,uint256,stageOpeningTime,1,305,0.9584840528833175
34666,mapping_type_static,ReferralAddress,1,1187,0.5910551657375295
34667,uint8,setEnabled,2,101,0.8531233676615995
34668,mapping_type_dynamic,bas,2,177,1.0
34669,mapping_type_static,bau,3,1389,1.0
34670,mapping_type_static,bu,3,1389,0.5438079043496611
34671,mapping_type_static,bua,3,1389,1.0
34672,mapping_type_static,bauu,3,1389,0.9585981420812233
34673,mapping_type_static,buu,3,1389,1.0
34674,mapping_type_static,ba,3,1389,1.0
34675,bytes32,team1,3,-1,0.0
34676,bytes32,team2,3,-1,0.0
34677,address,entityContract,2,1023,1.0
34678,address,sellContract,2,-1,0.0
34679,address,seedContract,2,-1,0.0
34680,address,ICOaddress,1,904,0.4008906931171166
34681,uint256,t2,1,804,0.9009077232535705
34682,mapping_type_static,creator,2,1425,1.0
34683,uint256,supplyReady,3,755,1.0
34684,mapping_type_dynamic,CardType,1,172,0.7911039556737449
34685,mapping_type_static,ownerProfit,1,1377,1.0
34686,address,dogCore,1,-1,0.0
34687,address,airdropAllocation,1,853,1.0
34688,address,presaleAllocation,1,978,1.0
34689,uint256,luckyPotBank,1,550,0.5501054472464172
34690,mapping_type_static,luckyPotBankWinner,1,-1,0.0
34691,mapping_type_dynamic,addressToUsername,1,173,1.0
34692,array_type_dynamic,failDropperInfo,3,13,0.8251969575182584
34693,uint256,received,5,809,0.9989537391674022
34694,mapping_type_static,userLocked,5,1298,0.25125715240181146
34695,mapping_type_dynamic,userKeys,5,170,0.7283244250905693
34696,uint256,tokensForCommunity,1,-1,0.0
34697,uint256,transactionAmount,2,774,0.6571781308163688
34698,uint256,FreezingTime,2,643,0.6883749587314993
34699,address,pimp,2,1044,0.8961062355315536
34700,user_define_contract,atm,2,247,0.663586368683726
34701,uint8,haltedIEO,1,-1,0.0
34702,uint256,cappedIEOStartTime,1,-1,0.0
34703,uint256,endIEOTime,1,-1,0.0
34704,uint256,openIEOStartTime,1,-1,0.0
34705,mapping_type_static,participatedWei,1,1208,1.0
34706,uint256,contributorCapWei,1,452,0.16433054040626613
34707,uint256,distributedTokensTwei,1,484,0.7816288793682158
34708,user_define_contract,IEORateContract,1,237,0.6982408360682552
34709,uint256,ethToTokenNumerator,1,-1,0.0
34710,uint256,ethToTokenDenominator,1,-1,0.0
34711,uint256,decimalPlace,1,453,1.0
34712,uint256,Interval,1,677,1.0
34713,uint256,tokens_received,1,518,0.5513655524145769
34714,uint256,year,8,757,1.0
34715,array_type_dynamic,deployedEvents,1,11,1.0
34716,mapping_type_dynamic,CurrentPeriod,3,-1,0.0
34717,array_type_dynamic,Sales,4,43,1.0
34718,uint256,feeWithdraw,8,338,1.0
34719,mapping_type_static,isSupport,4,-1,0.0
34720,address,Accountant,4,-1,0.0
34721,address,rental,1,1019,0.6807314731101535
34722,user_define_contract,iterator,2,226,0.504034618945982
34723,user_define_contract,rankDataContract,2,214,0.8559665034830363
34724,uint256,frozenTime,1,643,0.8905326721124973
34725,bool,isInitialized2,1,1100,0.28515670898105705
34726,uint256,supporters,2,-1,0.0
34727,mapping_type_static,addressFunded,1,1375,1.0
