index,data_type,data_name,count,label,probability
0,array_type_static,,8514,-1,0.0
1,array_type_static,beforeExecuteForFutureBlockCall,1,-1,0.0
2,array_type_dynamic,,5083,-1,0.0
3,mapping_type_static,,78328,-1,0.0
4,uint256,minter,2,426,1.0
5,uint256,totalSupply,48130,756,1.0
6,string,name,3352,1450,0.8824353891414842
7,string,tokenURI,9,1446,1.0
8,address,,86853,-1,0.0
9,uint256,exchangeTemplate,3,444,0.22626346223590568
10,uint256,tokenCount,34,505,1.0
11,uint256,factoryAddress,2,487,0.3415979844504165
12,uint256,tokenAddress,1,513,0.6924919615547678
13,uint256,name,143,-1,0.0
14,uint256,symbol,51,-1,0.0
15,uint256,decimals,675,453,1.0
16,uint256,owner,89,580,0.9074570872097933
17,uint256,factory_address,4,487,0.3415979844504165
18,user_define_contract,,30300,-1,0.0
19,uint256,commission,42,618,1.0
20,mapping_type_dynamic,balanceOf,40,164,0.7917589828231223
21,uint256,,139059,-1,0.0
22,user_define_contract,poolSize,2,225,1.0
23,uint256,priceOracleAddress,2,-1,0.0
24,mapping_type_dynamic,,8403,-1,0.0
25,mapping_type_static,inputTokens,1,1244,1.0
26,mapping_type_static,outputTokens,1,1244,1.0
27,mapping_type_static,balanceOf,105472,1405,1.0
28,mapping_type_static,allowance,95344,1259,1.0
29,user_define_contract,priceOracleAddress,1,179,0.7391793273216495
30,uint256,daiAddress,2,487,0.6175935251570485
31,user_define_contract,daiOracleAddress,2,220,1.0
32,uint256,newURI,1,777,0.5933216271933771
33,user_define_contract,socks,1,-1,0.0
34,string,multiSendEther,1,1449,1.0
35,uint256,sendTokenFee,1,415,1.0
36,uint256,competitionEnd,1,660,0.7267915547908717
37,uint256,addressOfWinner,1,812,0.5626764762544394
38,uint256,durationInBlocks,1,-1,0.0
39,uint256,claimPeriodeLength,1,419,0.8653743718330378
40,uint256,bestSolution,1,767,1.0
41,uint256,x1,4,804,1.0
42,uint256,x2,5,804,1.0
43,array_type_dynamic,coins,2,-1,0.0
44,array_type_dynamic,supportedTokens,2,50,0.9083992792357127
45,mapping_type_static,blacklisted,21,1239,0.8483279349018169
46,uint256,contractFrozen,5,643,1.0
47,mapping_type_dynamic,stakeOf__holder,2,154,0.8774983017160022
48,mapping_type_dynamic,dueTransferOf__seller,2,149,1.0
49,uint256,checkBurnStatus,2,313,1.0
50,mapping_type_static,isIssuer,4,1391,0.36251549479607476
51,string,lockedContract,1,1442,1.0
52,uint256,Rate,127,638,1.0
53,uint256,EthUsd,1,741,1.0
54,uint256,operator,2,-1,0.0
55,uint256,salescontract,2,-1,0.0
56,mapping_type_static,holdOf,1,1288,0.6367697557425966
57,user_define_contract,parentAddress,18,221,0.8445879288369091
58,address,newOwner,11576,1022,1.0
59,address,owner,80582,1022,1.0
60,uint256,collectedFees,113,841,1.0
61,array_type_static,participants,46,-1,0.0
62,uint256,balance,353,503,1.0
63,uint256,payoutIdx,107,-1,0.0
64,uint256,numplayers,2,610,1.0
65,uint256,end,174,660,1.0
66,uint256,numtickets,3,610,1.0
67,uint256,start,740,685,0.9472468932742654
68,uint256,round,69,688,1.0
69,uint256,turnover,4,-1,0.0
70,uint256,tktotal,2,-1,0.0
71,uint256,txs,20,588,0.6486984946000858
72,address,authority,759,1030,1.0
73,address,cache,33,-1,0.0
74,bool,halted,352,1124,0.7313841325789836
75,mapping_type_static,paymentsByCustomer,5,1409,0.7355198063500088
76,uint256,totalTransferred,6,378,1.0
77,mapping_type_static,paymentsByBenefactor,6,-1,0.0
78,address,teamMultisig,19,856,1.0
79,uint256,customerCount,5,-1,0.0
80,bool,mintingFinished,4775,1062,1.0
81,mapping_type_static,frozenAccount,6978,1197,0.41686634699370906
82,uint256,buyPrice,5167,-1,0.0
83,uint256,sellPrice,3678,-1,0.0
84,mapping_type_static,snake,2,-1,0.0
85,mapping_type_static,owners,203,1362,0.39228284521211715
86,mapping_type_static,stamps,2,1185,0.2545395334138797
87,address,ownerAddress,140,930,1.0
88,uint256,length,22,614,1.0
89,bool,locked,454,1113,1.0
90,mapping_type_static,reserved,10,-1,0.0
91,uint8,RESERVED_UTILITY_GROUP,1,-1,0.0
92,uint256,utilityLockedDate,1,706,0.45359762998626807
93,address,ico,113,906,1.0
94,uint256,availableSupply,38,755,0.7069449667238769
95,uint8,state,784,125,1.0
96,uint256,collectedWei,32,590,0.742307463348216
97,uint256,hardCapWei,10,452,1.0
98,uint256,endAt,12,660,1.0
99,uint256,hardCapTxWei,8,452,0.9678157783687487
100,uint256,lowCapTxWei,8,452,0.26814470147967817
101,bool,whitelisted,16,1066,1.0
102,user_define_contract,token,5872,211,1.0
103,address,teamWallet,78,860,1.0
104,uint256,startAt,20,685,1.0
105,uint8,transferDisabled,2,93,1.0
106,uint256,maxSupply,218,721,1.0
107,mapping_type_static,isAdmin,298,1398,0.7895098910182291
108,uint256,totalRaised,219,725,1.0
109,uint256,cap,2161,457,0.8652846962115364
110,uint256,startTime,1749,782,0.7891831087074677
111,mapping_type_static,isWhiteListed,49,1237,1.0
112,address,wallet,3070,982,0.7516899217291526
113,array_type_dynamic,winningProposal,107,34,1.0
114,bool,wait,6,-1,0.0
115,bool,swap,6,1063,0.09876618580723892
116,uint256,currentTier,12,308,0.7853301256640004
117,uint256,submitted,6,-1,0.0
118,uint256,endTime,1634,783,1.0
119,bool,extended,9,-1,0.0
120,address,foundation,26,-1,0.0
121,address,dev,52,1039,1.0
122,uint256,payRate,7,-1,0.0
123,uint8,chronus,8,-1,0.0
124,uint32,,1927,-1,0.0
125,uint32,Chronus,2,-1,0.0
126,bool,,17419,-1,0.0
127,uint256,total_reward,8,504,1.0
128,uint256,winnerPoolTotal,8,402,0.7947183500742764
129,mapping_type_static,winner_horse,8,1336,0.5627947516016969
130,bytes31,,519,-1,0.0
131,uint64,,685,-1,0.0
132,int64,,17,-1,0.0
133,bytes32,,612,-1,0.0
134,bool,paused,8832,1128,1.0
135,uint256,weiPerUSDinTGE,4,595,1.0
136,uint256,rate2,25,638,0.6851308245009243
137,uint256,weiRaised,2708,590,1.0
138,uint256,startTimestamp,129,663,1.0
139,uint256,end1Timestamp,4,657,1.0
140,uint256,end2Timestamp,4,657,0.5361464439209616
141,mapping_type_static,purchases,17,1418,0.481105160564145
142,uint256,tokensSold,760,498,1.0
143,uint256,rate1,25,638,1.0
144,uint256,setWeiLockSeconds,4,698,1.0
145,uint8,isFinalized,167,143,0.7592637145891166
146,uint256,funded,7,600,0.4773203290328728
147,uint256,maxFoundationCapUSD,4,-1,0.0
148,uint256,MVM24PeriodsCapUSD,4,659,1.0
149,address,foundationWallet,7,-1,0.0
150,address,foundersVestedPayment,4,-1,0.0
151,bytes12,,928,-1,0.0
152,address,foundersWallet,19,931,1.0
153,address,foundationVestedPayment,4,876,0.041139422465429516
154,address,MVM,4,-1,0.0
155,user_define_contract,crowdsale,62,194,1.0
156,string,symbol,2692,1446,1.0
157,bool,isVotingPeriod,6,1153,1.0
158,uint256,challengeStarted,7,554,1.0
159,uint256,winner,20,812,0.6760738112129782
160,uint256,cryptoVersusPrize,7,795,1.0
161,address,creator,1902,1010,0.8141846137674574
162,bool,beforeVoting,7,1153,1.0
163,uint256,challengeDuration,7,554,1.0
164,uint16,creatorFee,7,-1,0.0
165,uint16,cryptoVersusFee,7,-1,0.0
166,uint256,challengePrize,7,-1,0.0
167,address,cryptoVersusWallet,7,-1,0.0
168,address,_owner,290,1022,1.0
169,uint256,appId,2,777,0.6589983392524311
170,user_define_contract,kernel,28,-1,0.0
171,address,implementation,150,-1,0.0
172,uint256,NumInvestors,4,610,1.0
173,uint256,casinoBalance,1,503,1.0
174,uint256,BetsLocked,3,347,1.0
175,uint256,MinimumBet,5,347,1.0
176,address,oracle,96,886,0.5624671618403372
177,mapping_type_static,HopefulId,6,1399,0.911317567990937
178,address,MELON_ASSET,6,861,1.0
179,uint256,maxHopefulsNumber,6,-1,0.0
180,mapping_type_static,registeredFundToRegistrants,6,1276,0.5840033161660241
181,uint256,maxbuyinQuantity,6,602,0.9036499888309145
182,user_define_contract,MELON_CONTRACT,12,237,1.0
183,user_define_contract,CERTIFIER,4,186,0.6664264120084397
184,address,starToken,5,-1,0.0
185,mapping_type_static,isInstantiation,41,1324,1.0
186,mapping_type_dynamic,InstantiationCount,41,151,1.0
187,uint256,starbasePercentage,7,666,0.3126358009483245
188,address,starbase,7,-1,0.0
189,address,client,23,-1,0.0
190,user_define_contract,star,7,-1,0.0
191,user_define_contract,tokenOnSale,7,211,1.0
192,user_define_contract,sourceContract,4,237,0.9703253285412156
193,uint256,ownerPercentage,15,-1,0.0
194,uint256,lockedAt,84,698,1.0
195,uint256,freezeEndsAt,78,643,0.8192552155058457
196,mapping_type_static,balances,1419,1405,1.0
197,mapping_type_static,claimed,194,1273,1.0
198,uint256,tokensAllocatedTotal,74,474,0.939040546885413
199,uint256,tokensToBeAllocated,63,474,0.939040546885413
200,uint256,totalClaimed,104,649,1.0
201,uint256,investorCount,249,574,1.0
202,address,fundsWallet,2385,974,0.46653997062481056
203,uint256,unitsOneEthCanBuy,2296,729,1.0
204,uint256,totalEthInWei,2311,570,1.0
205,address,STRegistrar,1,-1,0.0
206,mapping_type_dynamic,AllOfferingProposals,1,-1,0.0
207,mapping_type_dynamic,AllTemplateProposals,1,-1,0.0
208,address,icoContract,58,906,0.22863714550596279
209,uint256,tokenPreSale,1,388,0.7604644780322029
210,uint256,tokenPublicSale,9,-1,0.0
211,address,pendingOwner,818,971,1.0
212,mapping_type_static,onList,16,1382,0.7056475822702764
213,bool,purchasingAllowed,185,1165,0.8260126138361428
214,uint256,totalContributionInWei,1,569,0.8217159157973302
215,uint256,initialSupply,194,-1,0.0
216,uint256,startDate,725,762,1.0
217,uint256,endDate,729,772,0.6805738473912627
218,uint256,price,3181,837,0.6523508686021978
219,user_define_contract,tokenReward,1882,234,1.0
220,address,delegate,52,1005,1.0
221,uint80,transferFeeNumerator,16,-1,0.0
222,uint80,transferFeeDenominator,16,-1,0.0
223,address,insurer,9,-1,0.0
224,uint80,mintFeeNumerator,16,-1,0.0
225,uint80,mintFeeDenominator,16,-1,0.0
226,uint256,mintFeeFlat,16,433,1.0
227,uint256,burnMin,50,313,1.0
228,uint256,burnMax,48,313,1.0
229,uint80,burnFeeNumerator,16,-1,0.0
230,uint80,burnFeeDenominator,16,-1,0.0
231,uint256,burnFeeFlat,16,313,1.0
232,user_define_contract,blackList,14,181,0.9314119870664925
233,user_define_contract,canReceiveMintWhitelist,14,181,0.9721872556768189
234,user_define_contract,canBurnWhiteList,15,181,1.0
235,address,admin,1964,1026,0.5256602062789225
236,user_define_contract,child,7,-1,0.0
237,uint80,,69,-1,0.0
238,uint256,hardCap,321,-1,0.0
239,uint256,rate,2356,638,1.0
240,address,validator,74,890,0.6955684130053468
241,mapping_type_static,rejectedMintBalance,24,1173,1.0
242,bool,isFinalized,1014,1148,1.0
243,user_define_contract,whiteListingContract,24,181,1.0
244,uint256,currentMintNonce,24,-1,0.0
245,mapping_type_static,PlayerBalances,2,1405,1.0
246,uint256,rake,4,-1,0.0
247,address,parentAddress,108,989,1.0
248,uint256,_totalSupply,2494,756,1.0
249,string,,1407,-1,0.0
250,uint24,,139,-1,0.0
251,uint16,,1720,-1,0.0
252,uint72,,17,-1,0.0
253,uint8,,24322,-1,0.0
254,uint256,basePercent,286,-1,0.0
255,address,crowdSaleAddress,39,977,1.0
256,uint8,locked,123,98,1.0
257,bool,lockTransfer,32,1102,0.952684890386679
258,address,allowedAddress,27,-1,0.0
259,uint256,totalDistributed,1566,700,0.9730028150171705
260,uint256,stageDistributed,2,305,0.9874497739268469
261,array_type_static,price,17,-1,0.0
262,uint256,completedAt,55,660,1.0
263,uint8,stage,192,102,0.7400888462178452
264,mapping_type_static,contributions,129,1285,1.0
265,uint256,capDoublingTimestamp,9,657,0.7913605897456413
266,uint256,capReleaseTimestamp,12,684,0.2147356096885356
267,mapping_type_static,whitelists,14,1240,0.8999508657514828
268,array_type_static,tierCaps,10,-1,0.0
269,address,beneficiary,5399,845,1.0
270,uint256,TicketStartPrice,2,299,1.0
271,uint256,AmountTransferred,3,378,0.5025348094644613
272,uint256,tokenPrice,255,-1,0.0
273,uint256,totalWeiReceived,30,590,0.9261652644344054
274,address,companyWallet,39,974,0.4437068880092577
275,array_type_dynamic,canCall,8,-1,0.0
276,bool,isLocked,2708,1113,1.0
277,bool,isReleased,2592,1080,1.0
278,uint256,end_time,2615,783,1.0
279,uint256,start_time,2612,782,0.7891831087074677
280,uint256,icoEnd,16,468,0.8127423748318005
281,user_define_contract,CanYaCoinToken,2,212,0.7070986347220629
282,address,operationalAddress,5,989,1.0
283,address,rewardAddress,1,945,1.0
284,address,charityAddress,2,902,1.0
285,bool,isFinish,3,1162,0.6721661461412567
286,address,restricted,39,948,1.0
287,bool,isOneToken,1,1093,1.0
288,uint8,isMinting,431,83,1.0
289,uint256,RATE,598,638,1.0
290,bool,isFunding,684,1116,1.0
291,uint256,fundingStartBlock,1015,592,0.605894788415998
292,uint256,fundingStopBlock,634,592,0.7125284109233023
293,uint256,tokenExchangeRate,762,427,1.0
294,uint256,tokenRaised,684,-1,0.0
295,uint256,currentSupply,732,522,1.0
296,address,ethFundDeposit,1039,-1,0.0
297,address,newContractAddr,622,878,1.0
298,uint256,tokenMigrated,610,-1,0.0
299,mapping_type_static,hodlers,24,-1,0.0
300,uint8,decimals,2941,96,1.0
301,uint256,largestPenis,4,609,0.9771489063035156
302,uint256,withdrawDate,5,406,0.9065009474470287
303,address,largestPenisOwner,4,1021,1.0
304,uint256,priceIncrease,1,836,1.0
305,uint256,redeemedCards,1,493,0.94537452284857
306,user_define_contract,cardContract,1,-1,0.0
307,uint256,soldCards,1,-1,0.0
308,mapping_type_static,blackList,115,1238,1.0
309,uint8,isOpened,4,138,1.0
310,mapping_type_static,AccountBalance,6,-1,0.0
311,address,addr,23,877,0.4819068689514777
312,uint256,RESERVE_SUPPLY,8,695,0.5099068743100945
313,address,King,4,1052,1.0
314,uint8,mintable,8,83,1.0
315,bool,closed,68,1118,0.6255898432251986
316,uint8,distributionFinished,774,109,1.0
317,uint256,tokensPerEth,921,440,1.0
318,uint256,last_completed_migration,6079,362,1.0
319,address,licenseSalesContractAddress,2,937,0.43932175367960796
320,address,apiRegistryContractAddress,2,852,1.0
321,address,apiCallsContractAddress,2,-1,0.0
322,address,registryContractAddress,2,852,1.0
323,uint256,saleFee,4,825,0.9791754056061225
324,uint256,tokenReward,15,507,0.6890112063080316
325,address,relayContractAddress,5,937,0.9529934528235633
326,user_define_contract,tokenContractAddress,25,205,1.0
327,address,Caller,5,-1,0.0
328,mapping_type_static,Balance,476,1405,1.0
329,address,Owner,518,1022,1.0
330,bool,transfersEnabled,276,1106,0.6253375307678259
331,uint256,MAXIMUM_SUPPLY,2,721,0.5910206192959468
332,bool,destroyEnabled,13,1122,1.0
333,mapping_type_static,cronaddOf,7,1389,0.4260131499967028
334,mapping_type_static,cronoutOf,7,1389,0.39799434594897076
335,uint256,onceOuttime,7,-1,0.0
336,uint256,onceoutTimePer,7,-1,0.0
337,mapping_type_static,canuseOf,3,1351,1.0
338,uint256,sysPer,10,284,1.0
339,uint256,onceAddTime,10,818,0.6744137338403298
340,uint256,sysPrice,7,272,1.0
341,address,owner_,106,1022,1.0
342,address,logic_,5,867,0.7339430288346013
343,address,exchange_,8,992,1.0
344,uint256,challengeEndTime,8,783,0.7995303242905406
345,mapping_type_static,donorBalances,8,1284,0.18443601616068656
346,uint256,challengeSafetyHatchTime2,8,575,0.27577524122886643
347,address,contractOwner,391,-1,0.0
348,uint256,challengeSafetyHatchTime1,8,575,0.3024429702158473
349,bool,isEventFinalized,5,1148,1.0
350,bool,unlockOnNo,6,1114,1.0
351,bool,hasChallengeAccomplished,8,1112,0.21096279333850398
352,array_type_dynamic,npoAddresses,8,80,0.8837728593009511
353,mapping_type_static,npoRatios,8,1257,0.08419900345138875
354,uint256,makerFee,7,-1,0.0
355,bool,balanceOf,44,1103,1.0
356,uint256,donorCount,8,473,0.9997002255210622
357,uint256,questionId,11,777,0.6874017071856029
358,address,burnAddress,39,910,0.5656206036539332
359,uint256,tokensToMint,10,351,0.5544791681306989
360,mapping_type_static,notify,3,-1,0.0
361,user_define_contract,registry,265,182,0.5368421369491228
362,uint8,canBurn,1,140,0.6796869361971563
363,address,cbAddress,9,989,1.0
364,uint256,Price,141,837,0.6523508686021978
365,uint256,DefaultDonation,1,473,1.0
366,uint256,fifty_two_weeks,2569,757,1.0
367,user_define_contract,controller,98,210,0.888416975592469
368,bool,allowIssua,15,1117,1.0
369,bool,allowBack,15,1117,0.858843655348227
370,uint8,currency,5,111,1.0
371,uint256,total,202,796,0.9838626874140937
372,uint256,fee,250,840,0.806471712225635
373,address,buyer,83,1020,0.7021218318797674
374,uint256,payDate,5,734,0.9389537806975417
375,uint256,id,13,768,0.9917399689145578
376,address,seller,165,1020,0.378731342298825
377,address,feeAddress,53,898,1.0
378,uint256,units,42,483,1.0
379,uint256,validUntil,5,-1,0.0
380,string,title,9,1450,0.9968193935216199
381,string,tokenFallbackData,3,1446,1.0
382,string,deliveryId,1,1442,0.7975579135742904
383,string,question,482,1447,1.0
384,bool,lockAll,37,1113,1.0
385,mapping_type_static,frozens,78,1196,1.0
386,bool,transferEnabled,459,1106,0.4396058311494573
387,bool,plockFlag,29,1129,1.0
388,uint256,index,42,529,0.25663283486182165
389,mapping_type_static,KeyPurpose,1,1303,0.5168882237350274
390,string,tokenDescription,2,1446,1.0
391,string,tokenName,15,1446,1.0
392,string,tokenSymbol,9,1446,1.0
393,address,singularDTVToken,8,1016,0.36654920943336244
394,mapping_type_static,owed,5,-1,0.0
395,mapping_type_static,rewardAtTimeOfWithdraw,2,-1,0.0
396,uint256,totalReward,11,504,1.0
397,user_define_contract,singularDTVFund,6,-1,0.0
398,array_type_dynamic,Alerters,118,22,1.0
399,address,pendingAdmin,142,-1,0.0
400,array_type_dynamic,Operators,133,54,1.0
401,mapping_type_static,reserveFeeToWallet,9,1318,0.09135402817518375
402,mapping_type_static,reserveFeeToBurn,9,1242,0.2589005404579875
403,address,taxWallet,4,974,0.7694411835964873
404,uint256,taxFeeBps,4,632,1.0
405,user_define_contract,kyberNetwork,18,187,1.0
406,uint256,kncPerEthRatePrecision,2,724,0.1357083466148463
407,user_define_contract,knc,12,-1,0.0
408,mapping_type_static,reserveFeesInBps,9,1318,0.09982891748525936
409,mapping_type_static,walletFeesInBps,9,1318,0.10628565540773138
410,mapping_type_static,reserveKNCWallet,9,-1,0.0
411,mapping_type_static,feePayedPerReserve,4,1318,0.10790764342971516
412,uint256,quantityFactor,13,547,1.0
413,uint256,worstCaseRateFactorInBps,5,-1,0.0
414,address,gubberment,5,-1,0.0
415,array_type_dynamic,numberOfTreasuryOfficials,5,63,0.821695580535712
416,address,newGubberment,5,-1,0.0
417,uint256,currentTokenBalance,5,491,0.8341432735036352
418,uint256,totalPilfered,5,-1,0.0
419,uint256,totalBribery,4,-1,0.0
420,uint256,coinSentToEther,46,731,1.0
421,mapping_type_static,payments,141,1409,1.0
422,bool,stopped,896,1124,0.5773098240369794
423,uint256,etherReceived,33,731,1.0
424,user_define_contract,coin,71,188,0.8075315440065739
425,address,multisigEther,46,855,1.0
426,uint8,crowdsaleClosed,169,82,0.659524583863888
427,bool,proofSet,3,-1,0.0
428,uint256,ethartArtReward,2,504,1.0
429,uint256,editionSize,3,-1,0.0
430,address,lowestAskAddress,4,989,1.0
431,mapping_type_static,piecesOwned,4,1362,0.3504633614458837
432,uint8,pieceWanted,4,-1,0.0
433,address,referrer,6,884,1.0
434,uint256,activationTime,15,-1,0.0
435,address,highestBidAddress,4,-1,0.0
436,uint256,highestBidTime,4,297,1.0
437,uint256,highestBidPrice,4,297,1.0
438,uint256,lowestAskPrice,4,769,1.0
439,bool,pieceForSale,2,1169,1.0
440,uint256,lowestAskTime,4,-1,0.0
441,string,proofLink,4,-1,0.0
442,uint256,ethartArtAwarded,2,-1,0.0
443,uint256,ownerCommission,4,618,1.0
444,uint256,ethartRevenueReward,2,504,1.0
445,uint256,referrerReward,2,343,0.680349137645694
446,uint256,timeout,25,743,0.5601999736699615
447,uint256,feesSeperateFromBalanceApproximately,6,-1,0.0
448,array_type_dynamic,totalParticipants,8,77,1.0
449,array_type_static,participantDetails,4,-1,0.0
450,mapping_type_static,spentAllowance,117,1259,0.061622198568489134
451,mapping_type_static,approvedWithdrawAddresses,25,1205,1.0
452,bool,tradeEnabled,35,1166,1.0
453,address,kyberNetwork,66,1036,1.0
454,mapping_type_static,DestQty,25,-1,0.0
455,address,sanityRatesContract,17,981,0.5671921202132719
456,user_define_contract,conversionRatesContract,17,203,1.0
457,uint256,kncPerETHRate,7,-1,0.0
458,mapping_type_static,userCategory,10,1365,0.7846541050398931
459,mapping_type_static,categoryCap,6,1222,0.8410986107277569
460,uint256,weiPerSgd,6,-1,0.0
461,uint256,minSlippageFactorInBps,8,527,1.0
462,uint256,totalUnreleasedTokens,12,490,1.0
463,mapping_type_static,allocateAgents,14,1263,1.0
464,user_define_contract,TokenAddress,29,205,0.674901829927428
465,uint8,State,33,125,1.0
466,address,finalizeAgent,13,1001,1.0
467,mapping_type_static,investedAmountOf,113,1252,0.8193092706772382
468,uint256,weiRefunded,71,506,1.0
469,uint256,loadedRefund,34,-1,0.0
470,bool,requireCustomerId,19,1121,0.24756353505111117
471,mapping_type_static,tokenAmountOf,79,1233,0.9916111933999409
472,uint256,weiCap,19,452,0.18422877288492595
473,user_define_contract,pricingStrategy,45,243,1.0
474,uint256,whitelistBonusPercentage,1,301,1.0
475,uint256,whitelistPrincipleLockPercentage,1,-1,0.0
476,uint256,whitelistPrincipleLockPeriod,1,-1,0.0
477,uint256,endsAt,76,660,1.0
478,uint256,ownerTestValue,17,-1,0.0
479,address,multisigWallet,60,-1,0.0
480,uint256,lastTimeOfNewCredit,2,734,1.0
481,address,corruptElite,2,1030,1.0
482,uint256,profitFromCrash,1,573,1.0
483,array_type_static,totalDebt,1,-1,0.0
484,uint8,round,8,108,1.0
485,user_define_contract,wrappedContract,7,237,0.992407484482187
486,user_define_contract,feeBurnerContract,6,231,0.9351552618094683
487,uint256,feeSharingBps,6,632,1.0
488,array_type_dynamic,FeeSharingWallets,6,7,0.49394660848027927
489,uint8,etherSplit,1,91,0.9087999422171
490,uint256,feeMake,119,840,0.6208227626373413
491,address,feeAccount,233,980,0.8300700041853959
492,uint256,feeTake,131,840,1.0
493,mapping_type_static,factory,1,-1,0.0
494,mapping_type_static,whitelist,746,1240,1.0
495,mapping_type_static,mycontracts,1,1390,0.6296653398134018
496,uint32,Price,5,-1,0.0
497,address,asset,5,861,1.0
498,address,trustee,31,1004,0.7544921766490252
499,address,ethAddr,24,-1,0.0
500,uint8,resolved,2,143,0.7008517366767825
501,uint256,outcome,9,811,1.0
502,address,yesToken,1,996,1.0
503,address,noToken,1,996,1.0
504,uint256,close_time,4,696,1.0
505,uint256,last_offer_id,17,-1,0.0
506,address,multiAsset,1,861,1.0
507,address,CurrentPlayer,2,1058,0.35967255306412027
508,uint256,PlayBlockNumber,2,561,0.652287040335988
509,uint256,CurrentBet,2,347,0.9454413330764423
510,uint256,totalEth,21,729,1.0
511,mapping_type_static,preparedBurnAmounts,2,1242,0.6993212961759047
512,mapping_type_static,preparedBurnHashes,2,1186,0.3568491690348968
513,user_define_contract,broker,18,-1,0.0
514,user_define_contract,bomb,1,260,0.929796546845624
515,user_define_contract,nuke,1,260,0.9238559499054729
516,bool,distributionFinished,823,1127,0.8395377978231903
517,uint256,tokenPerETH,77,440,1.0
518,uint256,totalRemaining,673,796,1.0
519,uint256,valueToGive,64,716,1.0
520,mapping_type_static,blacklist,737,1239,1.0
521,mapping_type_static,isOperator,130,1320,1.0
522,mapping_type_static,isMinter,3068,1173,1.0
523,bool,sellsTokens,19,1093,1.0
524,user_define_contract,asset,42,230,1.0
525,mapping_type_static,registry,12,1265,1.0
526,uint256,tierBudget,12,308,0.6137812276944309
527,bytes32,hashPass,27,-1,0.0
528,uint8,transfers,3,93,1.0
529,mapping_type_static,admins,265,1398,0.8381642461259751
530,uint256,cost1token,22,-1,0.0
531,mapping_type_static,sellTotalOf,4,-1,0.0
532,mapping_type_static,sellPriceOf,4,-1,0.0
533,mapping_type_static,sellTypeOf,4,1429,1.0
534,bool,transfer,226,1109,0.7973671458808724
535,uint256,fundingEndBlock,384,592,0.8105186502227391
536,uint256,unlockingBlock,1,670,0.988039992501776
537,address,founders,15,928,0.26284121685544987
538,uint256,locked_allocation,1,672,0.394583674045185
539,mapping_type_static,VersionFor,29,1294,1.0
540,address,PendingVersion,32,-1,0.0
541,uint256,PendingVersionTimestamp,32,684,0.29812141958658334
542,user_define_contract,LatestVersion,54,-1,0.0
543,user_define_contract,init,66,211,0.9235077663047411
544,uint256,etoken2Symbol,14,-1,0.0
545,address,minter,387,843,1.0
546,address,founder,280,928,1.0
547,uint256,maxTotalSupply,100,721,1.0
548,uint256,baseTokenPrice,9,460,0.6093799352256988
549,address,latpToken,1,996,0.8566290069764403
550,mapping_type_static,investments,34,1253,0.6525245721675338
551,address,transferTo,1,897,1.0
552,uint256,numcallsinternal,2,610,1.0
553,uint256,numcalls,3,610,1.0
554,uint256,numfails,2,610,1.0
555,bool,lockdown,3,1113,1.0
556,mapping_type_static,allowanceFromProxy,1,1260,0.03657338193835302
557,address,alliesContract,1,1023,1.0
558,address,coinageContract,1,950,0.9150455386755293
559,address,meltingContract,1,1024,0.19521727175427525
560,address,dataContract,12,1018,0.6901546546818602
561,address,burningAdress,1,910,0.6048502564733909
562,address,proxyContract,2,851,0.4325144330812027
563,uint256,totalGoldSupply,1,521,0.16822697266810027
564,uint256,numsuccesses,1,610,1.0
565,array_type_dynamic,services,5,59,1.0
566,mapping_type_static,ids,5,1399,1.0
567,mapping_type_static,coinBalanceOf,60,1356,0.890901324898927
568,uint256,totalDeposits,12,325,0.6479703743977044
569,user_define_contract,daiAddr,11,219,0.7374145209537367
570,uint256,adminCount,96,806,0.46620079590486235
571,uint256,requiredSignatures,95,610,0.5930890155796584
572,uint256,devCount,93,639,0.985140858852529
573,uint256,requiredDevSignatures,91,610,0.6580355267806073
574,address,marketAddress,10,917,1.0
575,bool,market2018TokenCreated,2,1093,1.0
576,uint256,minedTokenStartTime,2,-1,0.0
577,mapping_type_static,minedToken,2,1244,1.0
578,uint256,CurrentYearMinedTokenCap,2,425,1.0
579,uint256,firstYearMinedTokenCap,2,425,1.0
580,address,teamAddress,53,926,0.5380419849100453
581,bool,team2018TokenCreated,3,1093,0.9462779553258646
582,bool,team2019TokenCreated,3,1093,1.0
583,address,taxAddress,2,916,0.32533825290741186
584,bool,taxTokenCreated,1,1093,1.0
585,address,operationAddress,3,989,1.0
586,bool,operationTokenCreated,3,1093,1.0
587,uint256,privateToken,4,-1,0.0
588,uint256,privateTokenCap,3,425,0.7686074933268776
589,bool,market2021TokenCreated,2,1093,1.0
590,bool,market2020TokenCreated,2,1093,1.0
591,bool,market2019TokenCreated,2,1093,1.0
592,uint256,marketToken2019,2,485,1.0
593,uint256,teamToken2018,3,492,1.0
594,uint256,teamToken2019,3,492,1.0
595,uint256,marketToken2018,2,485,0.9508136050121456
596,uint256,taxToken,1,-1,0.0
597,uint256,operationToken,3,-1,0.0
598,uint256,marketToken2021,2,485,1.0
599,uint256,marketToken2020,2,485,1.0
600,uint256,amountRaised,1840,725,0.9467849854712916
601,uint256,bonus,131,464,0.9224904871063202
602,uint256,goal,335,629,0.9101128001508835
603,user_define_contract,vault,279,195,0.7572245853964235
604,uint256,tokensMinted,184,351,1.0
605,bool,isCrowdsaleOver,2,1074,1.0
606,uint8,capReached,6,-1,0.0
